"Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Operating.System","Connection.State","Connection.Rate","Ingress.Router","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
62408,0.445038757,557755,229,"Android","ESTABLISHED",358.7617399,"syd-tls-04",119,1339,51,14,"NonMal"
57128,0.486299079,609260,297,"Android","ESTABLISHED",566.404732,"mel-aus-01",220,1327,87,19,"NonMal"
73653,0.432200887,327175,189,"Android","ESTABLISHED",575.4038575,"mel-aus-01",179,1316,80,22,"NonMal"
50723,0.793322041,366831,233,"Windows_All","ESTABLISHED",724.519866,"mel-aus-01",154,1385,57,26,"NonMal"
76820,0.32460858,438250,264,"Windows_All","ESTABLISHED",564.9552757,"mel-aus-01",131,1342,46,19,"NonMal"
63963,0.435228075,447294,293,"Windows_All","ESTABLISHED",405.6959969,"syd-tls-04",146,1355,70,17,"NonMal"
63139,0.472826324,446900,196,"Windows_All","ESTABLISHED",244.4385823,"mel-aus-01",199,1319,55,20,"NonMal"
67854,0.430751441,494868,226,"Android","ESTABLISHED",588.9615638,"mel-aus-01",147,1370,52,19,"NonMal"
58126,0.732970383,375857,257,"Windows_All","ESTABLISHED",585.2435809,"mel-aus-01",216,1263,63,26,"NonMal"
66341,0.334860315,582398,315,"Windows_All","ESTABLISHED",742.3494603,"mel-aus-01",84,1298,65,10,"NonMal"
57455,0.463988532,552749,132,"Windows_All","ESTABLISHED",245.2837055,"syd-tls-04",186,1343,52,18,"NonMal"
58754,0.66024494,472033,223,"Android","ESTABLISHED",707.173376,"mel-aus-01",167,1363,51,29,"NonMal"
74266,0.617218345,385059,313,"Windows_All","ESTABLISHED",349.6087995,"mel-aus-01",181,1346,71,23,"NonMal"
64121,0.437580297,389780,317,"Android","ESTABLISHED",453.8176563,"mel-aus-01",184,1291,69,19,"NonMal"
62786,0.668750249,464804,289,"Other_OS","ESTABLISHED",703.9716603,"mel-aus-01",160,1373,79,25,"NonMal"
62795,0.387971675,331074,242,"Android","ESTABLISHED",555.209924,"mel-aus-01",87,1413,64,14,"NonMal"
50904,0.699157012,568060,227,"Windows_All","ESTABLISHED",480.4095278,"mel-aus-01",214,1363,73,28,"NonMal"
47605,0.666527623,622475,356,"Android","ESTABLISHED",640.1423717,"syd-tls-04",217,1317,58,32,"NonMal"
54829,0.782909866,455469,266,"Windows_All","ESTABLISHED",505.9910381,"syd-tls-04",173,1315,39,24,"NonMal"
66692,0.619527119,461968,305,"Android","ESTABLISHED",748.2805518,"mel-aus-01",107,1349,56,25,"NonMal"
58036,0.534051985,495306,300,"Windows_All","ESTABLISHED",180.1120424,"mel-aus-01",196,1323,66,18,"NonMal"
56832,0.553036129,522908,261,"Windows_All","ESTABLISHED",50.05328871,"mel-aus-01",182,1376,58,18,"NonMal"
60926,0.420372781,494348,301,"Other_OS","ESTABLISHED",756.6344014,"mel-aus-01",189,1309,56,17,"NonMal"
57152,0.660961604,496666,220,"Android","ESTABLISHED",813.1933474,"syd-tls-04",134,1333,62,29,"NonMal"
58568,0.702376785,452330,164,"Other_OS","ESTABLISHED",553.7715175,"syd-tls-04",145,1368,73,24,"NonMal"
56584,0.672036753,716095,255,"Windows_All","ESTABLISHED",533.7648312,"mel-aus-01",179,1388,69,28,"NonMal"
67040,0.492867526,450767,229,"Android","ESTABLISHED",145.5684764,"syd-tls-04",135,1356,61,17,"NonMal"
59875,0.649700213,641514,281,"Windows_All","ESTABLISHED",641.2967046,"mel-aus-01",178,1390,54,28,"NonMal"
64060,0.622389479,532076,296,"Android","ESTABLISHED",760.1382646,"mel-aus-01",127,1337,62,27,"NonMal"
61298,0.483437489,535925,304,"Android","ESTABLISHED",687.9322813,"syd-tls-04",220,1340,66,19,"NonMal"
66443,0.646798353,493112,235,"Android","ESTABLISHED",1026.059485,"mel-aus-01",106,1407,61,25,"NonMal"
52887,0.625442865,573208,326,"Other_OS","ESTABLISHED",7.676104355,"mel-aus-01",181,1290,73,17,"NonMal"
57412,0.796207382,445922,238,"Android","ESTABLISHED",703.7249915,"mel-aus-01",174,1401,70,23,"NonMal"
71802,0.517070188,406551,344,"Windows_All","ESTABLISHED",448.63757,"mel-aus-01",190,1408,75,28,"NonMal"
64116,0.334842078,622076,285,"Android","ESTABLISHED",966.908955,"mel-aus-01",129,1337,58,14,"NonMal"
56517,0.398540275,408903,260,"Android","Others",392.0129721,"mel-aus-01",149,1321,87,14,"NonMal"
63779,0.648690711,438662,168,"Windows_All","ESTABLISHED",754.4072242,"mel-aus-01",154,1350,70,25,"NonMal"
58240,0.717862638,380262,253,"Windows_All","ESTABLISHED",363.668942,"syd-tls-04",197,1360,71,26,"NonMal"
71241,0.535540437,610171,260,"Android","ESTABLISHED",49.21575877,"mel-aus-01",183,1341,76,22,"NonMal"
67978,0.454582272,362899,286,"Android","ESTABLISHED",431.1762869,"mel-aus-01",102,1331,78,15,"NonMal"
64211,0.667540741,315152,222,"Windows_All","ESTABLISHED",701.0848874,"mel-aus-01",141,1369,60,26,"NonMal"
63237,0.410003278,507123,274,"Android","ESTABLISHED",596.4749181,"mel-aus-01",192,1314,56,19,"NonMal"
75184,0.593372773,658240,218,"Windows_All","ESTABLISHED",674.9751635,"mel-aus-01",193,1355,59,25,"NonMal"
74762,0.439066462,293761,350,"Windows_All","ESTABLISHED",374.057793,"syd-tls-04",214,1398,72,24,"NonMal"
66637,0.294761127,472480,194,"Windows_All","ESTABLISHED",934.4602907,"mel-aus-01",157,1288,62,15,"NonMal"
59366,0.440987834,240596,170,"Windows_All","ESTABLISHED",314.0841333,"syd-tls-04",183,1353,72,18,"NonMal"
53454,0.463677758,492998,206,"Windows_All","ESTABLISHED",386.615263,"mel-aus-01",159,1325,71,14,"NonMal"
75361,0.599845823,494539,345,"Windows_All","ESTABLISHED",822.3603193,"syd-tls-04",134,1372,77,23,"NonMal"
70012,0.527171036,638687,283,"Android","ESTABLISHED",197.6671801,"mel-aus-01",134,1325,64,19,"NonMal"
54905,0.739475531,524128,256,"Windows_All","ESTABLISHED",262.2652577,"mel-aus-01",197,1359,82,26,"NonMal"
64568,0.60581851,194402,273,"Windows_All","Others",794.2388117,"syd-tls-04",155,1368,70,26,"NonMal"
50326,0.654920687,659624,257,"Other_OS","ESTABLISHED",729.2979539,"mel-aus-01",186,1358,56,31,"NonMal"
59906,0.673102153,542170,283,"Android","ESTABLISHED",567.9363468,"mel-aus-01",213,1353,74,27,"NonMal"
62341,0.71139031,412603,300,"Windows_All","ESTABLISHED",458.7059781,"mel-aus-01",203,1318,53,23,"NonMal"
56075,0.740167645,588379,288,"Windows_All","ESTABLISHED",793.4447013,"mel-aus-01",149,1365,69,26,"NonMal"
53676,0.531402,445662,251,"Android","ESTABLISHED",122.9538946,"mel-aus-01",124,1341,62,13,"NonMal"
63917,0.55634471,712480,245,"Windows_All","ESTABLISHED",213.3872208,"mel-aus-01",185,1340,64,18,"NonMal"
54930,0.429367317,495801,270,"Windows_All","ESTABLISHED",668.0059133,"mel-aus-01",128,1338,59,12,"NonMal"
64910,0.536033086,552018,292,"Android","ESTABLISHED",86.63082839,"syd-tls-04",112,1325,73,15,"NonMal"
64085,0.650234086,598831,364,"Android","ESTABLISHED",730.3386403,"mel-aus-01",129,1361,56,26,"NonMal"
60501,0.583070291,525687,258,"Android","ESTABLISHED",171.80959,"syd-tls-04",190,1321,63,20,"NonMal"
71682,0.402143325,482487,222,"Other_OS","ESTABLISHED",451.0537628,"syd-tls-04",208,1303,60,23,"NonMal"
60231,0.327223355,408351,215,"Windows_All","ESTABLISHED",946.5540261,"mel-aus-01",119,1355,67,11,"NonMal"
54775,0.780342137,449620,263,"Other_OS","ESTABLISHED",706.0465642,"mel-aus-01",115,1354,67,24,"NonMal"
59452,0.737495279,535685,352,"Windows_All","ESTABLISHED",464.0398553,"syd-tls-04",165,1360,64,23,"NonMal"
56661,0.338821456,538117,257,"Windows_All","Others",561.0442801,"mel-aus-01",159,1372,45,13,"NonMal"
64621,0.556835613,649036,255,"Windows_All","Others",915.5480762,"mel-aus-01",145,1397,66,30,"NonMal"
65033,0.395171454,583361,227,"Windows_All","ESTABLISHED",749.5156473,"syd-tls-04",172,1378,45,18,"NonMal"
59953,0.677237583,598172,248,"Android","ESTABLISHED",110.776039,"mel-aus-01",190,1355,68,18,"NonMal"
65882,0.490638274,501794,265,"Windows_All","ESTABLISHED",240.60189,"mel-aus-01",223,1366,69,21,"NonMal"
68126,0.638994059,527772,277,"Other_OS","ESTABLISHED",685.889706,"mel-aus-01",125,1409,63,26,"NonMal"
52585,0.668116913,581686,132,"Windows_All","Others",1053.449046,"mel-aus-01",138,1329,66,30,"NonMal"
62889,0.579323976,552088,249,"Android","Others",796.9576614,"mel-aus-01",172,1310,71,30,"NonMal"
71371,0.581612866,572807,211,"Other_OS","ESTABLISHED",757.4300723,"mel-aus-01",130,1378,61,25,"NonMal"
68146,0.495381862,470538,275,"Windows_All","ESTABLISHED",34.93947168,"mel-aus-01",142,1370,61,19,"NonMal"
59114,0.622344376,591006,297,"Android","ESTABLISHED",482.0067883,"mel-aus-01",200,1340,59,29,"NonMal"
59071,0.71496324,490809,263,"Windows_All","ESTABLISHED",655.5488109,"mel-aus-01",190,1309,58,25,"NonMal"
37808,0.775567424,377951,261,"Other_OS","ESTABLISHED",548.7827933,"syd-tls-04",188,1326,51,31,"NonMal"
66829,0.561843711,274184,246,"Windows_All","Others",827.0132741,"mel-aus-01",172,1342,64,29,"NonMal"
62072,0.595719438,579500,178,"Windows_All","Others",756.8963701,"mel-aus-01",192,1300,62,30,"NonMal"
57980,0.381559511,407765,362,"Android","ESTABLISHED",621.8176967,"mel-aus-01",115,1350,68,11,"NonMal"
48141,0.686783068,598079,257,"Windows_All","ESTABLISHED",704.328271,"mel-aus-01",157,1333,55,31,"NonMal"
54973,0.498875739,610233,315,"Android","ESTABLISHED",316.6570031,"syd-tls-04",142,1346,59,15,"NonMal"
57762,0.561756897,532718,279,"Windows_All","ESTABLISHED",3.637067939,"syd-tls-04",192,1331,58,19,"NonMal"
64450,0.642409009,641981,240,"Windows_All","ESTABLISHED",565.4542582,"syd-tls-04",173,1346,69,25,"NonMal"
55473,0.694333407,518222,241,"Windows_All","ESTABLISHED",660.9221081,"mel-aus-01",195,1401,61,29,"NonMal"
65052,0.491731449,508158,214,"Other_OS","ESTABLISHED",555.2119768,"syd-tls-04",228,1325,50,21,"NonMal"
62329,0.72097794,549817,197,"Android","ESTABLISHED",745.4346818,"syd-tls-04",124,1365,54,23,"NonMal"
59959,0.668722897,437581,279,"Windows_All","ESTABLISHED",718.7243496,"syd-tls-04",163,1391,66,25,"NonMal"
74079,0.493893152,399231,311,"Windows_All","ESTABLISHED",766.3886121,"syd-tls-04",92,1374,59,28,"NonMal"
59269,0.584684333,269003,278,"Windows_All","Others",829.6021232,"mel-aus-01",212,1316,76,31,"NonMal"
52903,0.657528794,362249,358,"Android","ESTABLISHED",662.3177954,"mel-aus-01",173,1311,61,30,"NonMal"
64839,0.408122687,514370,212,"Android","ESTABLISHED",698.1515277,"mel-aus-01",180,1352,69,19,"NonMal"
57307,0.76983525,627438,375,"Android","ESTABLISHED",288.3428563,"mel-aus-01",196,1344,68,21,"NonMal"
66658,0.309619479,718666,295,"Android","ESTABLISHED",657.9154169,"mel-aus-01",158,1356,52,17,"NonMal"
56000,0.595032366,487246,220,"Android","ESTABLISHED",133.8062826,"mel-aus-01",151,1378,59,16,"NonMal"
66064,0.454512481,576072,197,"Windows_All","ESTABLISHED",512.7161265,"mel-aus-01",190,1432,69,20,"NonMal"
62597,0.505237476,507650,263,"Windows_All","ESTABLISHED",153.3538453,"mel-aus-01",177,1335,62,19,"NonMal"
68712,0.327250266,646418,237,"Android","ESTABLISHED",536.0846627,"syd-tls-04",148,1324,57,17,"NonMal"
61490,0.668746399,463257,203,"Windows_All","ESTABLISHED",554.2920866,"mel-aus-01",138,1333,78,25,"NonMal"
54464,0.805295206,390969,286,"Windows_All","ESTABLISHED",530.617203,"mel-aus-01",175,1345,50,23,"NonMal"
64895,0.459150058,519092,298,"Android","ESTABLISHED",341.1959868,"syd-tls-04",183,1330,73,19,"NonMal"
57302,0.503472066,518393,231,"Other_OS","ESTABLISHED",109.1570629,"mel-aus-01",171,1326,74,17,"NonMal"
67860,0.671131428,549436,181,"Windows_All","ESTABLISHED",803.2124337,"syd-tls-04",120,1287,86,24,"NonMal"
60400,0.433199717,634906,316,"Android","ESTABLISHED",573.2621583,"syd-tls-04",205,1389,67,19,"NonMal"
64931,0.638494642,455893,177,"Windows_All","ESTABLISHED",552.7690775,"mel-aus-01",153,1303,62,27,"NonMal"
58689,0.560004966,456054,325,"Android","ESTABLISHED",41.03143643,"syd-tls-04",210,1340,59,22,"NonMal"
65403,0.385255245,574074,242,"Android","ESTABLISHED",703.2154148,"mel-aus-01",134,1356,58,16,"NonMal"
66048,0.354594167,536104,273,"Android","ESTABLISHED",528.4151381,"mel-aus-01",149,1290,66,18,"NonMal"
56344,0.693634606,553372,247,"Windows_All","ESTABLISHED",724.6154899,"mel-aus-01",141,1362,58,28,"NonMal"
56592,0.501537625,541690,120,"Android","ESTABLISHED",282.9278985,"syd-tls-04",194,1369,47,19,"NonMal"
58575,0.425937051,522253,187,"Android","Others",309.0012553,"mel-aus-01",160,1382,78,16,"NonMal"
54742,0.521083514,643456,239,"Android","ESTABLISHED",378.3778752,"mel-aus-01",186,1357,62,16,"NonMal"
57761,0.656592603,535575,266,"Other_OS","ESTABLISHED",550.4153829,"syd-tls-04",193,1349,57,29,"NonMal"
61867,0.397593287,389799,347,"Android","ESTABLISHED",303.5332414,"mel-aus-01",230,1350,54,24,"NonMal"
69442,0.643153719,537387,226,"Windows_All","ESTABLISHED",308.75989,"mel-aus-01",177,1394,59,19,"NonMal"
55486,0.437876623,504125,253,"Windows_All","ESTABLISHED",557.2279932,"syd-tls-04",203,1336,65,19,"NonMal"
62944,0.65535645,425819,211,"Windows_All","Others",933.1078708,"mel-aus-01",166,1341,67,27,"NonMal"
63138,0.638985437,484556,196,"Windows_All","ESTABLISHED",578.4884682,"mel-aus-01",171,1305,43,26,"NonMal"
59878,0.671610624,470570,269,"Windows_All","ESTABLISHED",953.7036685,"syd-tls-04",119,1350,62,27,"NonMal"
74183,0.241062128,555246,257,"Android","ESTABLISHED",1310.133579,"mel-aus-01",121,1357,62,15,"NonMal"
64414,0.724202931,667309,316,"Windows_All","ESTABLISHED",252.1410764,"mel-aus-01",174,1341,69,20,"NonMal"
66695,0.198237252,341644,265,"Windows_All","ESTABLISHED",1306.794041,"syd-tls-04",196,1372,75,18,"NonMal"
70305,0.416660385,526270,282,"Android","ESTABLISHED",109.6915586,"mel-aus-01",239,1395,73,26,"NonMal"
52396,0.713362244,604300,220,"Android","ESTABLISHED",684.0485838,"mel-aus-01",205,1319,55,30,"NonMal"
57246,0.424114834,621326,234,"Android","ESTABLISHED",500.3105216,"mel-aus-01",188,1318,51,16,"NonMal"
62891,0.471483456,350991,259,"Android","ESTABLISHED",191.4284731,"mel-aus-01",151,1300,84,18,"NonMal"
61851,0.485297942,393682,282,"Windows_All","ESTABLISHED",307.4686314,"syd-tls-04",199,1339,69,20,"NonMal"
66555,0.604758405,449301,237,"Windows_All","ESTABLISHED",576.6079799,"mel-aus-01",189,1344,74,27,"NonMal"
50378,0.855357117,421185,319,"Windows_All","ESTABLISHED",561.2392194,"syd-tls-04",175,1330,63,23,"NonMal"
52001,0.69686686,441622,269,"Windows_All","Others",1042.240741,"syd-tls-04",192,1360,70,30,"NonMal"
51027,0.598286088,366172,248,"Android","ESTABLISHED",32.65663414,"mel-aus-01",205,1320,47,18,"NonMal"
64564,0.546322345,350316,191,"Other_OS","ESTABLISHED",78.01474782,"syd-tls-04",221,1371,76,21,"NonMal"
61958,0.65356048,597682,275,"Android","ESTABLISHED",686.2679958,"syd-tls-04",157,1388,55,27,"NonMal"
62178,0.764627998,593842,229,"Windows_All","ESTABLISHED",554.7264256,"mel-aus-01",110,1352,81,20,"NonMal"
55350,0.694598847,409326,334,"Android","ESTABLISHED",673.2459514,"mel-aus-01",166,1283,46,28,"NonMal"
52738,0.806966394,696013,220,"Windows_All","Others",53.06682368,"mel-aus-01",235,1286,61,22,"NonMal"
65623,0.384784345,427468,310,"Windows_All","ESTABLISHED",624.2076066,"mel-aus-01",182,1303,44,18,"NonMal"
65224,0.717995467,509115,223,"Other_OS","ESTABLISHED",690.8398239,"syd-tls-04",147,1320,60,23,"NonMal"
63147,0.603546158,489804,214,"Android","ESTABLISHED",805.7785779,"syd-tls-04",108,1341,67,27,"NonMal"
70140,0.311565884,360105,298,"Android","ESTABLISHED",860.4647256,"mel-aus-01",128,1383,64,16,"NonMal"
50034,0.704059505,553337,256,"Android","ESTABLISHED",688.8312607,"syd-tls-04",197,1374,45,29,"NonMal"
59838,0.423820361,443254,281,"Android","ESTABLISHED",635.1922967,"mel-aus-01",169,1375,63,14,"NonMal"
77637,0.470675814,364862,303,"Android","ESTABLISHED",265.5462921,"mel-aus-01",165,1348,72,22,"NonMal"
67408,0.723601863,352641,268,"Android","ESTABLISHED",328.183177,"syd-tls-04",124,1365,71,19,"NonMal"
59213,0.673691283,444375,220,"Windows_All","ESTABLISHED",716.8112918,"syd-tls-04",120,1301,69,27,"NonMal"
61924,0.479594398,540291,357,"Android","ESTABLISHED",472.8166233,"mel-aus-01",109,1382,60,14,"NonMal"
62453,0.427974102,683358,329,"Android","ESTABLISHED",541.340325,"syd-tls-04",206,1304,71,20,"NonMal"
59741,0.48510229,429377,311,"Windows_All","ESTABLISHED",223.0416791,"mel-aus-01",160,1310,56,16,"NonMal"
65219,0.627324612,516754,335,"Windows_All","ESTABLISHED",497.5808411,"syd-tls-04",209,1308,55,29,"NonMal"
54997,0.672572744,367577,246,"Android","ESTABLISHED",728.0975046,"mel-aus-01",227,1365,53,30,"NonMal"
60696,0.533271805,495480,310,"Windows_All","ESTABLISHED",230.0623113,"syd-tls-04",174,1386,60,18,"NonMal"
70658,0.380898095,450242,263,"Android","ESTABLISHED",634.7827329,"syd-tls-04",212,1336,56,23,"NonMal"
60627,0.654471909,380608,244,"Windows_All","ESTABLISHED",520.6701539,"mel-aus-01",166,1350,55,27,"NonMal"
59830,0.415078631,411026,309,"Android","ESTABLISHED",554.28165,"mel-aus-01",153,1290,51,15,"NonMal"
76698,0.43814373,371864,237,"Android","ESTABLISHED",92.55150222,"mel-aus-01",186,1370,61,23,"NonMal"
64959,0.611083415,545006,264,"Windows_All","ESTABLISHED",457.5814819,"mel-aus-01",235,1386,44,27,"NonMal"
73914,0.348207441,407730,308,"Windows_All","ESTABLISHED",753.1020522,"mel-aus-01",184,1379,67,21,"NonMal"
66899,0.651592626,324923,258,"Windows_All","ESTABLISHED",956.669122,"mel-aus-01",105,1350,57,25,"NonMal"
58836,0.351195539,483301,290,"Android","ESTABLISHED",691.6369523,"mel-aus-01",144,1338,64,14,"NonMal"
53990,0.353479315,378477,240,"Other_OS","Others",776.7708465,"mel-aus-01",178,1337,65,14,"NonMal"
61302,0.594516842,541487,319,"Windows_All","ESTABLISHED",499.8412742,"mel-aus-01",196,1367,64,29,"NonMal"
67067,0.313009671,435138,292,"Android","ESTABLISHED",649.4257015,"mel-aus-01",157,1377,61,17,"NonMal"
56407,0.681230727,465399,285,"Android","ESTABLISHED",466.2180305,"syd-tls-04",216,1324,52,26,"NonMal"
60229,0.349242354,283949,203,"Android","ESTABLISHED",812.6734067,"mel-aus-01",164,1300,57,16,"NonMal"
44707,0.73367329,593480,122,"Windows_All","ESTABLISHED",634.177736,"syd-tls-04",193,1383,67,30,"NonMal"
67051,0.48234567,370348,215,"Other_OS","ESTABLISHED",238.5969492,"mel-aus-01",252,1362,61,25,"NonMal"
56162,0.610724899,552917,359,"Android","ESTABLISHED",25.0375939,"mel-aus-01",168,1289,65,19,"NonMal"
63929,0.758259811,624577,299,"Windows_All","ESTABLISHED",454.1566816,"mel-aus-01",161,1344,67,20,"NonMal"
69075,0.657772951,534044,273,"Other_OS","ESTABLISHED",816.7074349,"syd-tls-04",145,1332,65,23,"NonMal"
47882,0.764308344,390355,332,"Android","ESTABLISHED",733.7906029,"mel-aus-01",168,1344,62,29,"NonMal"
54746,0.469004332,569208,219,"Windows_All","Others",143.1311178,"mel-aus-01",199,1310,61,18,"NonMal"
69802,0.598953213,471219,271,"Windows_All","ESTABLISHED",552.4499158,"mel-aus-01",189,1369,59,26,"NonMal"
68672,0.471227513,493872,247,"Android","ESTABLISHED",279.0914168,"syd-tls-04",135,1331,56,18,"NonMal"
78146,0.45559482,470073,269,"Windows_All","ESTABLISHED",223.9916716,"mel-aus-01",143,1329,55,21,"NonMal"
54235,0.755369663,661963,310,"Windows_All","ESTABLISHED",172.3467187,"syd-tls-04",174,1367,53,23,"NonMal"
49786,0.762402369,510315,361,"Android","ESTABLISHED",690.7603235,"syd-tls-04",100,1355,71,29,"NonMal"
71157,0.623429168,472967,309,"Windows_All","ESTABLISHED",887.4578537,"mel-aus-01",147,1311,64,24,"NonMal"
56921,0.446077943,460320,259,"Android","ESTABLISHED",471.9238241,"syd-tls-04",170,1333,51,15,"NonMal"
67405,0.688796852,478051,323,"Windows_All","ESTABLISHED",446.2606781,"syd-tls-04",145,1347,41,21,"NonMal"
64525,0.393956761,416966,268,"Windows_All","ESTABLISHED",695.4450434,"syd-tls-04",150,1364,70,17,"NonMal"
56198,0.606628708,443767,374,"Android","ESTABLISHED",152.9148381,"syd-tls-04",157,1306,51,17,"NonMal"
68044,0.366819215,492328,221,"Windows_All","ESTABLISHED",553.211454,"mel-aus-01",192,1372,68,20,"NonMal"
66471,0.457638594,371699,288,"Windows_All","ESTABLISHED",145.1423514,"mel-aus-01",108,1346,66,16,"NonMal"
63987,0.47892646,664802,264,"Windows_All","ESTABLISHED",466.2720621,"syd-tls-04",202,1361,71,20,"NonMal"
68706,0.632403851,382839,303,"Windows_All","ESTABLISHED",362.4796207,"mel-aus-01",236,1326,49,26,"NonMal"
64466,0.623429362,458414,228,"Other_OS","ESTABLISHED",686.6206846,"syd-tls-04",186,1330,61,27,"NonMal"
64523,0.529755525,475881,226,"Windows_All","ESTABLISHED",311.7605628,"syd-tls-04",186,1332,58,20,"NonMal"
68905,0.651817815,385177,297,"Windows_All","ESTABLISHED",878.9296872,"syd-tls-04",116,1318,65,26,"NonMal"
69864,0.653481803,413749,256,"Windows_All","ESTABLISHED",538.9493561,"mel-aus-01",148,1332,62,22,"NonMal"
56593,0.441546447,473530,361,"Windows_All","ESTABLISHED",439.4639956,"syd-tls-04",139,1319,65,12,"NonMal"
62054,0.671763692,565268,260,"Android","ESTABLISHED",366.3434511,"mel-aus-01",202,1354,66,27,"NonMal"
71573,0.252379105,522137,275,"Android","ESTABLISHED",1093.274473,"mel-aus-01",169,1353,69,18,"NonMal"
69091,0.543535997,390438,300,"Android","Others",735.6709977,"mel-aus-01",162,1331,51,28,"NonMal"
60541,0.749718201,528370,266,"Android","ESTABLISHED",442.7356513,"mel-aus-01",186,1357,71,23,"NonMal"
58594,0.636167101,412632,211,"Android","ESTABLISHED",539.4071474,"syd-tls-04",211,1309,74,28,"NonMal"
47580,0.510728653,599320,293,"Windows_All","Others",349.6725618,"mel-aus-01",196,1301,56,13,"NonMal"
60750,0.521896193,859629,213,"Android","ESTABLISHED",329.7144054,"mel-aus-01",169,1388,61,18,"NonMal"
61628,0.494180026,499646,223,"Android","ESTABLISHED",129.6967083,"mel-aus-01",152,1377,45,18,"NonMal"
75842,0.355903803,436558,279,"Windows_All","ESTABLISHED",564.8900979,"mel-aus-01",143,1375,64,18,"NonMal"
65131,0.620598271,360797,278,"Android","ESTABLISHED",870.8023029,"syd-tls-04",132,1310,73,27,"NonMal"
66681,0.624904308,450747,156,"Android","ESTABLISHED",107.0295494,"mel-aus-01",233,1362,75,23,"NonMal"
54208,0.540898758,582598,272,"Windows_All","Others",24.70079009,"mel-aus-01",168,1281,54,15,"NonMal"
70769,0.559792975,383717,209,"Windows_All","ESTABLISHED",402.4557183,"mel-aus-01",234,1324,67,27,"NonMal"
68639,0.546638297,578337,225,"Android","ESTABLISHED",466.0884184,"mel-aus-01",159,1331,65,26,"NonMal"
69350,0.661833843,526267,281,"Windows_All","ESTABLISHED",515.8654228,"mel-aus-01",156,1311,67,22,"NonMal"
69956,0.473266512,601222,322,"Android","ESTABLISHED",278.3975871,"syd-tls-04",146,1325,77,17,"NonMal"
63550,0.519990061,600629,234,"Windows_All","ESTABLISHED",319.6082156,"mel-aus-01",168,1332,58,17,"NonMal"
66403,0.67650471,462466,259,"Windows_All","ESTABLISHED",920.9730004,"mel-aus-01",137,1412,71,24,"NonMal"
68076,0.693205451,594890,211,"Android","ESTABLISHED",318.0328136,"mel-aus-01",161,1342,77,20,"NonMal"
54866,0.727840635,497741,214,"Android","ESTABLISHED",668.8488488,"syd-tls-04",192,1327,60,26,"NonMal"
60297,0.710947657,370933,271,"Android","ESTABLISHED",775.2057738,"mel-aus-01",127,1310,54,25,"NonMal"
67917,0.426042155,499622,314,"Android","ESTABLISHED",384.8095962,"mel-aus-01",160,1378,71,19,"NonMal"
47103,0.699498444,575343,222,"Windows_All","ESTABLISHED",799.4745804,"mel-aus-01",218,1410,50,33,"NonMal"
61349,0.393608099,475448,286,"Windows_All","ESTABLISHED",845.9587742,"syd-tls-04",187,1352,80,17,"NonMal"
68450,0.479340407,324821,314,"Android","ESTABLISHED",150.4442729,"mel-aus-01",218,1312,60,25,"NonMal"
48490,0.629651868,457035,310,"Android","Others",225.2597425,"mel-aus-01",185,1425,72,16,"NonMal"
68054,0.394571508,622471,307,"Android","ESTABLISHED",617.7323577,"syd-tls-04",112,1339,82,16,"NonMal"
57384,0.651499979,439616,267,"Windows_All","ESTABLISHED",661.5200556,"mel-aus-01",174,1359,69,27,"NonMal"
63399,0.486455929,605009,243,"Windows_All","ESTABLISHED",141.4401152,"syd-tls-04",148,1307,75,19,"NonMal"
54590,0.435573531,412809,168,"Other_OS","ESTABLISHED",631.4359459,"syd-tls-04",139,1300,77,12,"NonMal"
73372,0.612806951,368462,293,"Windows_All","ESTABLISHED",907.1010418,"mel-aus-01",140,1339,64,26,"NonMal"
61336,0.494715739,604294,263,"Windows_All","ESTABLISHED",173.046645,"mel-aus-01",224,1294,63,22,"NonMal"
70994,0.708110464,333667,259,"Android","ESTABLISHED",942.6540319,"syd-tls-04",92,1384,74,20,"NonMal"
57564,0.771565329,568674,309,"Android","ESTABLISHED",572.8364482,"mel-aus-01",103,1329,98,22,"NonMal"
65907,0.659925663,462801,267,"Android","ESTABLISHED",622.4985276,"mel-aus-01",154,1337,71,25,"NonMal"
61621,0.417585635,633740,314,"Windows_All","ESTABLISHED",575.1867956,"mel-aus-01",168,1320,44,18,"NonMal"
66939,0.644827357,757413,257,"Android","ESTABLISHED",482.663871,"mel-aus-01",122,1352,56,23,"NonMal"
54505,0.740505891,599469,291,"Windows_All","ESTABLISHED",957.0861475,"mel-aus-01",168,1347,73,26,"NonMal"
53925,0.784112005,547122,358,"Android","ESTABLISHED",658.3780484,"syd-tls-04",154,1393,68,24,"NonMal"
66510,0.314950698,520863,254,"Windows_All","ESTABLISHED",831.0509612,"syd-tls-04",129,1343,47,15,"NonMal"
71234,0.471906285,609932,277,"Windows_All","ESTABLISHED",242.4027283,"mel-aus-01",175,1326,56,22,"NonMal"
69361,0.548590931,295492,296,"Android","Others",986.0277749,"mel-aus-01",162,1341,69,30,"NonMal"
61861,0.667580858,534191,228,"Other_OS","ESTABLISHED",1002.516174,"mel-aus-01",120,1299,66,26,"NonMal"
57048,0.448222222,431832,291,"Android","ESTABLISHED",439.3549513,"syd-tls-04",189,1296,75,18,"NonMal"
